Season,TeamID,Quality
1985,1103,-1.843686891676611
1985,1104,-22.269659535588538
1985,1106,-2.7181776569842735
1985,1108,-14.219821214796548
1985,1111,-2.8485265827449044
1985,1112,-16.157569312806142
1985,1113,-6.588725357991798
1985,1114,-8.988453423795722
1985,1116,-16.201864883067653
1985,1119,-2.3261986896292384
1985,1120,-19.012618291003474
1985,1123,-7.67997014682874
1985,1124,-7.289556168365934
1985,1130,-17.19023610516261
1985,1133,-11.112195036261923
1985,1137,-1.3328024165460437
1985,1139,-5.611368190841694
1985,1140,-8.059073844782592
1985,1143,-6.927726626099148
1985,1145,-11.665811514442252
1985,1151,-8.876028715445187
1985,1152,-7.803258482959272
1985,1153,-8.02841458052974
1985,1154,-5.055438083043028
1985,1155,-17.304207381538202
1985,1160,-4.281211515433675
1985,1161,-9.395682898255812
1985,1162,-1.3698994445835402
1985,1163,-10.879508024224616
1985,1166,-9.648415280915518
1985,1168,-6.094460026343257
1985,1173,-15.793857743540073
1985,1174,4.285116325697765
1985,1175,0.15712594859316953
1985,1177,-18.497199538133753
1985,1178,-8.287960898214699
1985,1179,-5.332024430547239
1985,1180,4.460993903730843
1985,1181,-25.803842982537226
1985,1182,2.714835941057032
1985,1184,-6.486868496538994
1985,1185,-7.79852992065626
1985,1192,-4.1293643005379215
1985,1193,1.6168128068756176
1985,1196,-19.628457656323132
1985,1197,0.7723049550868517
1985,1199,-13.71263790699722
1985,1201,-9.497093056670822
1985,1203,-8.34214408886873
1985,1204,-13.8665099089003
1985,1206,-8.590602209630342
1985,1207,-28.051451635992347
1985,1208,-24.492566108209523
1985,1210,-24.999926338454994
1985,1215,-2.444822370836019
1985,1217,-1.416558765608253
1985,1218,-5.411451424586853
1985,1221,2.376721786199377
1985,1222,-13.677873132289488
1985,1223,-10.812226524023508
1985,1224,-6.585283522577589
1985,1227,0.8877656745855712
1985,1228,-26.003218514881624
1985,1229,-14.643278375026338
1985,1231,-21.783103618755614
1985,1232,-7.962379566241709
1985,1233,-8.492244574370087
1985,1234,-24.872629356354565
1985,1235,-15.48418703295007
1985,1238,-0.35707923616737175
1985,1239,-13.405775682134399
1985,1241,-3.7720782054661353
1985,1242,-18.10988798655383
1985,1243,-11.146153010851965
1985,1245,-7.779060352118146
1985,1246,-19.159813558978826
1985,1247,-2.8508492994938393
1985,1248,-0.02436201172784635
1985,1249,-13.946602604181207
1985,1250,4.599254283432074
1985,1254,-0.3064591425409511
1985,1256,-18.55496916817465
1985,1257,-13.3928387552521
1985,1259,-1.540379703237006
1985,1260,-14.290066295820068
1985,1261,-19.853383154290952
1985,1264,2.207585171179015
1985,1265,-3.8719130263567902
1985,1266,-13.898926503087823
1985,1267,-9.637693703956693
1985,1268,-22.02287203708227
1985,1269,-1.8686643577569515
1985,1270,-8.167056018377327
1985,1272,-20.08390092449481
1985,1273,-13.545650746624924
1985,1275,-12.241195187907984
1985,1276,-26.6997396551993
1985,1277,-21.077457302950044
1985,1278,-12.536184100473267
1985,1279,-8.060566447341428
1985,1280,-16.279889978288914
1985,1281,-13.25476750103041
1985,1285,-8.44902244293544
1985,1290,-10.585909792537414
1985,1292,-7.608167786647219
1985,1293,-11.520584240623137
1985,1296,-1.8744284898147112
1985,1298,-11.947299997452804
1985,1299,-9.086804893731081
1985,1301,-23.557943035335093
1985,1304,-11.706923730026663
1985,1305,-8.35178870075739
1985,1306,3.420986400679803
1985,1307,-11.227289931676255
1985,1308,-0.2228830081797421
1985,1309,-1.5147823265864593
1985,1310,-4.63970213934916
1985,1311,-8.387412119579302
1985,1314,-22.893268288525064
1985,1318,-12.243886558941307
1985,1321,-6.894959705714404
1985,1323,-16.596024690310085
1985,1325,-11.23401352204466
1985,1326,-19.98254434873174
1985,1328,-25.0667452300814
1985,1330,-14.551974705043095
1985,1332,-8.938105667090753
1985,1333,-13.315813467620307
1985,1335,-4.213383239647485
1985,1336,3.169933174775738
1985,1337,-10.304884367649738
1985,1338,-13.330739713977843
1985,1339,-1.9638778811774813
1985,1343,1.7278069099912714
1985,1345,-20.80780943232106
1985,1349,-5.608640585448588
1985,1351,4.121891974271449
1985,1352,3.898510417792017
1985,1354,-2.6598522466810763
1985,1356,-10.311590604433128
1985,1359,-9.5639745102822
1985,1360,-4.000451061147485
1985,1361,-15.720824545350062
1985,1363,-7.426394427728319
1985,1365,-11.806156190488442
1985,1371,-5.9751599479157855
1985,1373,-8.629393596220735
1985,1374,-20.045572296109132
1985,1375,-15.241973181647047
1985,1376,-8.584117466512383
1985,1378,-14.821423976781938
1985,1380,-13.367209201855706
1985,1383,8.64218135112556
1985,1385,-23.16228089992434
1985,1386,-9.408438253737827
1985,1388,-8.136714554031144
1985,1390,-4.353912766299214
1985,1391,-0.4860256609753771
1985,1393,-18.357881988301678
1985,1395,-12.883274614638093
1985,1396,-12.162792620830949
1985,1397,-16.773711993037573
1985,1399,-10.092002880236913
1985,1400,-11.684036577129556
1985,1401,-15.108464760742127
1985,1403,-17.565027280850394
1985,1405,-8.49163390133103
1985,1406,7.0666209201704575
1985,1409,-16.97032895244304
1985,1411,-7.379345994681288
1985,1412,-17.058766920485063
1985,1414,-2.655814071225219
1985,1417,-14.018860507659799
1985,1419,-9.2561337261354
1985,1424,-15.460031221214642
1985,1425,-13.692444966253188
1985,1428,-7.0299875925178075
1985,1431,-15.747232807089048
1985,1432,-3.699544409224303
1985,1433,-20.92603335161742
1985,1435,-12.05481714147665
1985,1437,-16.862359716252133
1985,1438,-14.744762390592493
1985,1439,-21.040480162448777
1985,1440,-1.9733180716532723
1985,1443,-14.714971824857725
1985,1444,-4.224487249147279
1985,1446,-3.6662021089390917
1985,1448,-17.9425826031002
1985,1449,-17.17800064518007
1985,1451,-11.29485867413599
1985,1452,-9.898994366699347
1985,1455,-15.673204487176093
1985,1458,-11.585861499347073
1985,1461,-6.22034348922585
1985,1462,-8.65497870284168
1985,1463,2.593437411740875
1985,1464,-8.804351472367863
1986,1103,-8.201538602605337
1986,1104,-23.69403745227555
1986,1108,-5.224961832919147
1986,1111,-0.3179942696481101
1986,1112,-13.43038401367724
1986,1113,-3.8361220025356295
1986,1114,-10.049183903728526
1986,1116,-6.809396230851202
1986,1117,-8.24582521699386
1986,1120,-21.344821847210156
1986,1121,3.2268903219392655
1986,1122,-1.3597244003265863
1986,1123,-8.167542850147944
1986,1126,6.524452331522318
1986,1129,-0.0703104908342281
1986,1130,-15.776389242341216
1986,1131,-10.021321716050176
1986,1133,-13.290246964456971
1986,1135,-4.835213869036222
1986,1137,-0.052599388582069445
1986,1140,-8.17570183528706
1986,1143,-9.16645598255599
1986,1145,-8.717118136195086
1986,1149,-3.9083015967781307
1986,1151,-7.016811383006413
1986,1153,-11.323352433890559
1986,1154,1.1262058601129452
1986,1155,-22.83053755881677
1986,1156,-21.38895330254512
1986,1160,-5.420791557251191
1986,1163,-13.421288062484493
1986,1165,-6.409000619053107
1986,1166,-3.2049445423151264
1986,1168,-4.760148467365892
1986,1172,-8.485294621959921
1986,1173,-14.064720716505263
1986,1177,-16.084885406777676
1986,1178,-3.80060982453895
1986,1179,-7.091961585822625
1986,1180,-4.649072662073636
1986,1181,-30.101380150687586
1986,1184,-2.176032340520205
1986,1186,-6.1382173564738425
1986,1190,-2.5464735583987332
1986,1192,-9.157471456889018
1986,1193,-9.126545084889948
1986,1196,-18.723827490745514
1986,1199,-9.277917304212261
1986,1203,-2.7055630683761205
1986,1206,-11.256795320023441
1986,1207,-28.086302977965428
1986,1208,-21.514812046504765
1986,1210,-30.60292501687461
1986,1215,-3.6786579587835884
1986,1218,3.567930550312048
1986,1220,-3.5421056034715956
1986,1223,1.3971887300072974
1986,1224,-6.631628967204577
1986,1225,1.9697522191337797
1986,1226,-1.8654639997563185
1986,1228,-27.13937868780166
1986,1231,-25.39432759291977
